desc,address,link,price,bedrooms,bathrooms,toilets,parking space,location,Estate,ppty_type
2 bedroom flat / apartment for rent,"Ogombo, Ogombo, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/ogombo/2243751-luxury-2-bedroom-apartment,900000.0,2.0,2.0,3.0,2.0,Ajah,"Ogombo, Ogombo,",flat 
2 bedroom flat / apartment for rent,"Olokonla, Sangotedo, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/sangotedo/2243745-luxury-2-bedroom-apartment,1300000.0,2.0,2.0,3.0,2.0,Ajah,"Sangotedo, Olokonla,",flat 
1 bedroom semi-detached duplex for rent,"Creek Heaven Estate Ikota Lagos., Ikota, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/semi-detached-duplexes/lagos/lekki/ikota/2243725-semi-detached-duplex-with-a-room,5000000.0,1.0,1.0,2.0,1.0,Lekki,"Ikota, Lagos.,",semi-detached duplex
1 bedroom mini flat (room and parlour) for rent,"Silverpoint Estate, Badore, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/ajah/badore/2243704-executive-sweet-1-bedroom-luxury-apartment,900000.0,1.0,2.0,2.0,2.0,Ajah,"Badore, Estate,",mini flat
3 bedroom flat / apartment for rent,"Old Ikoyi, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/2242498-lovely-and-well-maintained-3-bedroom-flat-with-staff-room,15000000.0,3.0,3.0,4.0,2.0,Ikoyi,"Ikoyi, Old",flat 
2 bedroom flat / apartment for rent,"Harris Drive By Vgc, VGC, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/victoria-garden-city/2238759-decent-and-newly-built-2-bedrooms,2500000.0,2.0,2.0,3.0,2.0,Lekki,"VGC, Vgc,",flat 
3 bedroom flat / apartment for rent,"Mellenuim Estate, Gbagada, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/gbagada/2243693-brand-new-3-bedroom-flat,3800000.0,3.0,3.0,4.0,2.0,Gbagada,"Estate, Mellenuim",flat 
2 bedroom flat / apartment for rent,"Chevron Alternative Route, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2215615-luxury-serviced-2-bedroom,3200000.0,2.0,2.0,3.0,2.0,Lekki,"Route, Alternative",flat 
2 bedroom flat / apartment for rent,"Right, Blue Waters Ocean View, Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-phase-1/2243679-city-view-furnished-service-2-bedroom-apartment-on-5th-floor,15000000.0,2.0,2.0,3.0,2.0,Lekki,"1, Phase",flat 
3 bedroom flat / apartment for rent,"Off Ajose Street Mende Maryland Lagos, Mende, Maryland, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/maryland/mende/2243672-a-relatively-newly-built-3bedroom-flat-downstairs-with-all-rm-ensuit,2800000.0,3.0,3.0,3.0,2.0,Maryland,"Mende, Lagos,",flat 
2 bedroom flat / apartment for rent,"Ilasan, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ilasan/2243648-2-bedroom-apartments,6500000.0,2.0,2.0,3.0,2.0,Lekki,,flat 
3 bedroom flat / apartment for rent,"Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2243631-brand-new-3bedroom-flat-now-available,8000000.0,3.0,3.0,3.0,2.0,Lekki,,flat 
3 bedroom terraced duplex for rent,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/lekki/lekki-phase-1/2243616-self-serviced-3-bedroom-terrace-house,6500000.0,3.0,3.0,4.0,3.0,Lekki,"1, Phase",terraced duplex
1 bedroom mini flat (room and parlour) for rent,"Off Admiralty, Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/lekki/lekki-phase-1/2150753-fully-furnished-one-bedroom-apartment,5500000.0,1.0,1.0,1.0,1.0,Lekki,"1, Phase",mini flat
3 bedroom flat / apartment for rent,"Off Hakeem Dickson Street, Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-phase-1/2243622-well-maintained-3-bedroom-apartment,5500000.0,3.0,3.0,4.0,3.0,Lekki,"1, Phase",flat 
3 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-phase-1/2243613-trailblazing-3bedroom-flat-in-a-fabulous-neighborhood,10000000.0,3.0,3.0,4.0,2.0,Lekki,"1, Phase",flat 
3 bedroom flat / apartment for rent,"Off Palace Road, Oniru, Victoria Island (VI), Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/victoria-island/oniru/2243608-fully-furnished-serviced-3-bedroom-apartment,12000000.0,3.0,3.0,4.0,3.0,(VI),Island Victoria,flat 
2 bedroom flat / apartment for rent,"Ikate Elegushi, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ikate-elegushi/2243546-brand-new-exquisite-2-bedroom-flat-now-available,10000000.0,2.0,2.0,3.0,3.0,Lekki,"Elegushi, Ikate",flat 
2 bedroom flat / apartment for rent,"Ogunfayo Road Close To The Express, Ibeju Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki-ibeju/2218582-newly-built-and-graciously-finished-2-bedroom-apartment,1000000.0,2.0,2.0,3.0,2.0,Lekki,"Ibeju Express,",flat 
1 bedroom flat / apartment for rent,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-phase-1/2243458-furnished-1bedroom-flat,7000000.0,1.0,1.0,2.0,1.0,Lekki,"1, Phase",flat 
2 bedroom flat / apartment for rent,"Blue Waters, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2241205-fully-furnished-2-bedroom-at-blue-waters,13000000.0,2.0,2.0,2.0,1.0,Lekki,"Waters, Blue",flat 
1 bedroom mini flat (room and parlour) for rent,"Behind Cooplag Estate Via Orchid Road, Okun-Ajah, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/ajah/okun-ajah/2243386-newly-built-4-units-of-2-bedroom-apartments,1000000.0,1.0,2.0,3.0,3.0,Ajah,"Okun-Ajah, Road,",mini flat
3 bedroom flat / apartment for rent,"Millennium Estate, Gbagada, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/gbagada/2243337-luxuriously-finished-3-bedroom-flat,4500000.0,3.0,3.0,4.0,2.0,Gbagada,"Estate, Millennium",flat 
3 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/sangotedo/2243302-brand-new-3-bedroom-apartment-with-bq-in-a-secured-estate,4000000.0,3.0,4.0,4.0,3.0,Ajah,,flat 
3 bedroom flat / apartment for rent,"Off Hakeem Dickson Street, Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-phase-1/2243292-luxury-3-bedroom-flat,6000000.0,3.0,3.0,4.0,2.0,Lekki,"1, Phase",flat 
1 bedroom mini flat (room and parlour) for rent,"Orchid Road Before Round About, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/lekki/2243283-luxury-sweet-room-and-parlor-very-spacious-and-cool,3000000.0,1.0,1.0,2.0,3.0,Lekki,"About, Round",mini flat
1 bedroom house for rent,"Harmony, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/houses/lagos/ajah/2243281-selfcorn,400000.0,1.0,1.0,1.0,2.0,Ajah,,house 
2 bedroom house for rent,"Chevron, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/lagos/lekki/2243252-luxury-2-bedroom,4000000.0,2.0,2.0,3.0,3.0,Lekki,,house 
2 bedroom flat / apartment for rent,"Behind Belenco Supermarket Inside Peninsula Estate, Sangotedo, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/sangotedo/2243246-luxury-2-bedroom-apartment-upstairs,2500000.0,2.0,2.0,3.0,2.0,Ajah,"Sangotedo, Estate,",flat 
3 bedroom flat / apartment for rent,"Chevron Drive, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2243239-3-bedroom-apartment-with-inverter,4000000.0,3.0,3.0,4.0,2.0,Lekki,"Drive, Chevron",flat 
3 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-phase-1/2207789-exclusive-3-bedrooms-en-suite-new-flat-with-24-hours-power-suppy-full,10000000.0,3.0,3.0,4.0,2.0,Lekki,"1, Phase",flat 
1 bedroom mini flat (room and parlour) for rent,"Chevron Drive, Before 2nd Toll Gate, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/lekki/2243107-1,3000000.0,1.0,1.0,2.0,1.0,Lekki,"Gate, Toll",mini flat
2 bedroom flat / apartment for rent,"Ologolo, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ologolo/2239381-cozy-2-bedroom-flat,2500000.0,2.0,2.0,3.0,2.0,Lekki,,flat 
2 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-phase-1/2243059-upstairs-2-bedroom-flat-with-seperate-entrance,6500000.0,2.0,2.0,2.0,2.0,Lekki,"1, Phase",flat 
2 bedroom house for rent,"Oniru, Victoria Island (VI), Lagos",https://nigeriapropertycentre.com//for-rent/houses/lagos/victoria-island/oniru/2243041-luxury-2-bedroom,5000000.0,2.0,2.0,3.0,3.0,(VI),Island Victoria,house 
2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/sangotedo/2243005-a-decent-newly-built-2-bedroom-flat,1800000.0,2.0,2.0,3.0,2.0,Ajah,,flat 
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ikate/2242988-a-decent-and-lovely-2-bedroom-flat,8000000.0,2.0,2.0,3.0,2.0,Lekki,,flat 
1 bedroom mini flat (room and parlour) for rent,"Salem, Ikate, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/lekki/ikate/2242986-upstairs-mini-flat-with-open-plan-kitchen,2500000.0,1.0,1.0,1.0,1.0,Lekki,"Ikate, Salem,",mini flat
1 bedroom mini flat (room and parlour) for rent,"Abraham Adesunya, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/ajah/2242978-luxury-1-bedroom-apartment,2000000.0,1.0,1.0,2.0,2.0,Ajah,"Adesunya, Abraham",mini flat
1 bedroom flat / apartment for rent,"Villa Estate, Ikota, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ikota/2242972-a-luxurious-master-bedroom-shared-apartment,1600000.0,1.0,1.0,1.0,1.0,Lekki,"Ikota, Estate,",flat 
2 bedroom flat / apartment for rent,"Abraham Adesunya, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/2242968-lovely-2-bedroom-flat,2000000.0,2.0,2.0,3.0,2.0,Ajah,"Adesunya, Abraham",flat 
1 bedroom mini flat (room and parlour) for rent,"Off Admiralty Road, Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/lekki/lekki-phase-1/2242943-a-cozy-room-and-parlourdownstair,2800000.0,1.0,1.0,1.0,1.0,Lekki,"1, Phase",mini flat
2 bedroom flat / apartment for rent,"Chisco, Ikate, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ikate/2242762-2-bedroom-flat-upstairs,4500000.0,2.0,2.0,3.0,1.0,Lekki,"Ikate, Chisco,",flat 
3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2242882-3-bedrooms,8000000.0,3.0,3.0,4.0,3.0,Lekki,,flat 
2 bedroom flat / apartment for rent,"Olokonla, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/olokonla/2161477-brand-new-standard-2-bedrooms-flat,1500000.0,2.0,2.0,3.0,2.0,Ajah,,flat 
1 bedroom mini flat (room and parlour) for rent,"Thomas Estate, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/ajah/2170058-luxury-mini-flat-fully-furnished,2300000.0,1.0,1.0,2.0,2.0,Ajah,"Estate, Thomas",mini flat
1 bedroom mini flat (room and parlour) for rent,"Ikate, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/lekki/ikate/2242851-luxury-newly-built-room-and-parlour-upstairs,4500000.0,1.0,1.0,2.0,2.0,Lekki,,mini flat
3 bedroom flat / apartment for rent,"Osapa, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/osapa/2242834-3-bedroom-flat,3500000.0,3.0,3.0,4.0,1.0,Lekki,,flat 
3 bedroom flat / apartment for rent,"Ikota, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ikota/2190161-luxury-3-bedrooms-apartment-with-bq-gym,3000000.0,3.0,3.0,4.0,3.0,Lekki,,flat 
1 bedroom mini flat (room and parlour) for rent,"Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/lekki/lekki-phase-1/2242825-mini-flat,2500000.0,1.0,1.0,1.0,1.0,Lekki,"1, Phase",mini flat
3 bedroom flat / apartment for rent,"Ilaje, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/ilaje-ajah/2190419-immaculate-spacious-3-bedroom-apartment,1500000.0,3.0,2.0,3.0,2.0,Ajah,,flat 
2 bedroom terraced duplex for rent,"Ocean Breeze Estate, Ologolo, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/lekki/ologolo/2242815-serviced-2-bedroom-terrace-duplex-with-bq,5500000.0,2.0,2.0,2.0,2.0,Lekki,"Ologolo, Estate,",terraced duplex
3 bedroom flat / apartment for rent,"Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/2169789-very-spacious-3-bedrooms-apartment,2500000.0,3.0,3.0,4.0,2.0,Ajah,,flat 
3 bedroom terraced bungalow for rent,"Before Chevron, Idado, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-bungalows/lagos/lekki/idado/2242797-spacious-3-bedroom-flat,3000000.0,3.0,3.0,4.0,2.0,Lekki,"Idado, Chevron,",terraced bungalow
2 bedroom flat / apartment for rent,"Blue Waters, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2241205-fully-furnished-2-bedroom-at-blue-waters,13000000.0,2.0,2.0,2.0,1.0,Lekki,"Waters, Blue",flat 
1 bedroom mini flat (room and parlour) for rent,"Abraham Adesanya Estate, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/ajah/2242779-lovely-mini-flat-in-a-compound-of-3-people,900000.0,1.0,1.0,1.0,3.0,Ajah,"Estate, Adesanya",mini flat
4 bedroom terraced duplex for rent,"Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/ajah/2155976-fully-furnished-luxury-3-bedroom-terrace-duplex-with-bq,6000000.0,4.0,3.0,4.0,3.0,Ajah,,terraced duplex
3 bedroom flat / apartment for rent,"6 Water Cooperation Drive, Oniru, Victoria Island (VI), Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/victoria-island/oniru/1735920-three-bedroom-apartment-bq,12000000.0,3.0,3.0,4.0,2.0,(VI),Island Victoria,flat 
3 bedroom flat / apartment for rent,"GRA Phase 2, Magodo, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/magodo/gra-phase-2/2242743-luxury-and-standard-3-bedroom-flat,4500000.0,3.0,3.0,4.0,3.0,Magodo,"2, Phase",flat 
3 bedroom flat / apartment for rent,"Oniru, Victoria Island (VI), Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/victoria-island/oniru/2242735-furnished-and-serviced,12000000.0,3.0,3.0,4.0,2.0,(VI),Island Victoria,flat 
2 bedroom flat / apartment for rent,"Blue Waters, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2241205-fully-furnished-2-bedroom-at-blue-waters,13000000.0,2.0,2.0,2.0,1.0,Lekki,"Waters, Blue",flat 
2 bedroom house for rent,"Osborne, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/houses/lagos/ikoyi/osborne/2242731-beautiful-5-bedroom-duplex,15000000.0,2.0,2.0,3.0,1.0,Ikoyi,,house 
1 bedroom mini flat (room and parlour) for rent,"Ilaje, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/ajah/ilaje-ajah/2242730-one-bedroom-aparment,1400000.0,1.0,1.0,1.0,1.0,Ajah,,mini flat
2 bedroom flat / apartment for rent,"Off Masha, Road Surulere Lagos, Masha, Surulere, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/surulere/masha/2242725-newly-built-and-well-finished-2bedroom-flat-in-surulere,2500000.0,2.0,2.0,2.0,2.0,Surulere,"Masha, Lagos,",flat 
2 bedroom flat / apartment for rent,"Gra, Ikota, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ikota/2242720-beautiful-3-bedroom-apartment,2500000.0,2.0,2.0,3.0,1.0,Lekki,"Ikota, Gra,",flat 
3 bedroom semi-detached duplex for rent,"Urban Prime 2 Abraham Adesanya Ogombo Road, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/houses/semi-detached-duplexes/lagos/ajah/2242719-3-bedroom-detached-house-all-ensuite-and-a-large-room-bq,6000000.0,3.0,4.0,4.0,3.0,Ajah,"Road, Ogombo",semi-detached duplex
3 bedroom flat / apartment for rent,"Osborne, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/osborne/2242714-fully-serviced-luxurious-3-bedroom-apartment,12000000.0,3.0,3.0,3.0,2.0,Ikoyi,,flat 
3 bedroom flat / apartment for rent,"Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/2242695-luxury-3-bedroom-flat-with-staff-room,15000000.0,3.0,3.0,4.0,2.0,Ikoyi,,flat 
2 bedroom flat / apartment for rent,"New Estate, Ilupeju, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ilupeju/2242634-executive-and-luxury-2-bedrooms-all-ensuit,3500000.0,2.0,3.0,3.0,2.0,Ilupeju,"Estate, New",flat 
3 bedroom terraced duplex for rent,"Gra, Ikota, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/lekki/ikota/2242625-standard-3-bedroom-terraced-duplex,4000000.0,3.0,3.0,4.0,3.0,Lekki,"Ikota, Gra,",terraced duplex
1 bedroom mini flat (room and parlour) for rent,"Ikate Elegushi, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/lekki/ikate-elegushi/2242607-beautiful-and-spacious-one-bedroom-apartment,2500000.0,1.0,1.0,1.0,2.0,Lekki,"Elegushi, Ikate",mini flat
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ikate/2242597-exotic-2-bedroom-apartment,4500000.0,2.0,2.0,3.0,2.0,Lekki,,flat 
1 bedroom mini flat (room and parlour) for rent,"Ikate, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/lekki/ikate/2242595-mini-flat,4000000.0,1.0,1.0,2.0,2.0,Lekki,,mini flat
3 bedroom flat / apartment for rent,"Ikota, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ikota/2242576-3-bedroom-flat,2800000.0,3.0,3.0,4.0,3.0,Lekki,,flat 
1 bedroom mini flat (room and parlour) for rent,"Ikate Elegushi, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/lekki/ikate-elegushi/2242573-perfectly-finished-luxury-1-bedroom-flat,3000000.0,1.0,1.0,1.0,2.0,Lekki,"Elegushi, Ikate",mini flat
1 bedroom mini flat (room and parlour) for rent,"Iyana Oworo, Gbagada, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/gbagada/2242553-miniflat-upstair-with-personal-meter-water,700000.0,1.0,1.0,1.0,1.0,Gbagada,"Oworo, Iyana",mini flat
1 bedroom mini flat (room and parlour) for rent,"Off Admiralty, Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/lekki/lekki-phase-1/2150753-fully-furnished-one-bedroom-apartment,5500000.0,1.0,1.0,1.0,1.0,Lekki,"1, Phase",mini flat
3 bedroom flat / apartment for rent,"Off Akerele Road, Ogunlana, Surulere, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/surulere/ogunlana/2242521-nice-and-spacious-3-bedroom-flat,2500000.0,3.0,3.0,4.0,2.0,Surulere,"Ogunlana, Road,",flat 
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ikate/2242490-2-bedrooms,7000000.0,2.0,2.0,3.0,2.0,Lekki,,flat 
2 bedroom flat / apartment for rent,"Harmony Estate, Langbasa, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/2089500-well-renovated-two-bedrooms-flat-upstairs,800000.0,2.0,1.0,1.0,1.0,Ajah,"Langbasa, Estate,",flat 
4 bedroom terraced duplex for rent,"Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/lekki/2242379-brand-new-4bedroom-terrace-duplex-with-a-bq,15000000.0,4.0,4.0,4.0,2.0,Lekki,,terraced duplex
2 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-phase-1/2242386-newly-built-2-bedroom-flat-upstairs-two-in-the-compound-self-service,6000000.0,2.0,2.0,3.0,2.0,Lekki,"1, Phase",flat 
1 bedroom mini flat (room and parlour) for rent,"Alfa Beach Area, Igbo Efon, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/lekki/igbo-efon/2242365-massive-mini-flat,900000.0,1.0,1.0,1.0,2.0,Lekki,"Efon, Igbo",mini flat
